Category,Count
sound-6.13-rc1,1
i2c-for-6.13-rc1,1
"Revert ""drm/radeon",1
drm/amdgpu/jpeg,1
drm/amdgpu/vcn,1
drm/amdgpu/gmc7,1
dma-mapping-6.13-2024-11-19,1
configfs-6.13-2024-11-19,1
jfs-6.13,1
dlm-6.13,1
nvme-6.13-2024-11-21,1
fsnotify_for_v6.13-rc1,1
reiserfs_delete,1
for_v6.13-rc1,1
xfs-6.13-merge-1,1
erofs-for-6.13-rc1,1
CIFS,1
smb/client,1
net-next-6.13,1
drm/xe/ufence,3
"Revert ""f2fs",1
bpf-next-6.13,1
nand/for-6.13,1
PCI/pwrctl,5
regulator: core,5
io_uring/nop,2
ASoC: apple,1
ASoC: imx-audmix,1
spi-imx,1
KVM: riscv,2
dt-bindings: riscv,5
s390/entry,2
s390/cpum_sf,8
s390/vfio-ap,2
s390/stacktrace,1
s390/debug,1
ALSA: pcm,2
ALSA: docs,3
kvmarm-fixes-6.13-1,1
statmount,4
"Merge patch series ""iomap",1
fscache,1
iomap,7
gpio: exar,1
gpio: altera,2
gpio: zevio,1
"Merge patch series ""scsi: ufs",1
scsi: target,2
scsi: megaraid_sas,1
scsi: lpfc,12
scsi: bfa,3
scsi: message,1
scsi: qla1280,1
Merge branch '6.12/scsi-fixes' into 6.13/scsi-staging,2
soc-arm-6.13,1
soc-defconfig-6.13,1
soc-drivers-6.13,1
soc-dt-6.13,1
asm-generic-3.13,1
microblaze-v6.13,1
ipe-pr-20241119,1
mips: dts,3
seccomp-v6.13-rc1,1
efi-next-for-v6.13,1
platform-drivers-x86-v6.13-1,1
media/v6.13-2,1
media/v6.13-1,1
hid-for-linus-2024111801,1
devicetree-for-6.13,1
auxdisplay-v6.13-1,1
mmc-v6.13,1
pmdomain-v6.13,1
pwrseq-updates-for-v6.13-rc1,1
gpio-updates-for-v6.13-rc1,1
pwm/for-6.13-rc1,1
spi-v6.13,1
tools: PCI,1
regulator-v6.13,1
regmap-v6.13,1
linux_kselftest-next-6.13-rc1,1
kgdb-6.13-rc1,1
ftrace-v6.13,1
rust: jump_label,1
slab,1
sched_ext-for-6.13,1
cgroup-for-6.13,1
wq-for-6.13,1
probes-v6.13,1
livepatching-for-6.13,1
printk-for-6.13,1
docs-6.13,1
drm/radeon,3
drm/amdgpu/pm,1
io_uring/region,2
drm/amd/display: allow chroma 1,1
ALSA: ac97,1
dm-verity,2
dm-bufio,2
dm thin,1
dm vdo,4
dm vdo int-map,1
dm-vdo,1
dm-vdo murmurhash,1
dm ioctl,1
dm: zoned,1
dm cache,9
ovl,10
selftests/mount_setattr,2
Input,36
block: blk-mq,1
"Revert ""block, bfq",1
timers-core-2024-11-18,1
"Revert ""KVM: VMX",1
timers-vdso-2024-11-18,1
irq-core-2024-11-18,1
core-debugobjects-2024-11-18,1
x86-mm-2024-11-18,1
x86-cleanups-2024-11-18,1
x86-splitlock-2024-11-18,1
kunit: qemu_configs,2
kunit: tool,3
kunit: debugfs,1
kunit,1
kunit: string-stream,1
scripts: ipe,1
kunit: skb,2
perf-core-2024-11-18,1
objtool-core-2024-11-18,1
cpuidle: Change ,1
cpuidle,1
ACPI: processor_idle,1
locking-core-2024-11-18,1
thermal-v6.13-rc1,1
opp-updates-6.13,1
cpufreq-arm-updates-6.13,1
x86_cpu_for_v6.13,1
x86_sev_for_v6.13,1
x86_platform_for_v6.13,1
x86_microcode_for_v6.13,1
x86_cache_for_v6.13,1
ras_core_for_v6.13,1
edac_updates_for_v6.13,1
kcsan-20241112-v6.13-rc1,1
rcu.release.v6.13,1
hwmon-for-v6.13-rc1,1
acpi-6.13-rc1,1
thermal-6.13-rc1,1
pm-6.13-rc1,1
random-6.13-rc1-for-linus,1
v6.13-p1,1
chrome-platform-firmware-for-6.13,1
chrome-platform-for-6.13,1
csd-lock.2024.11.16a,1
scftorture.2024.11.16a,1
nolibc.2024.11.01a,1
md/raid10,3
md/raid1,4
md/raid0,2
dt-bindings: regulator,1
arm: dts,1
sunxi-fixes-for-6.12,1
Compiler Attributes,1
ublk,6
"Revert ""nvme",1
loop,4
verification/dot2,1
tools/rtla,3
rtla/timerlat,1
Merge git,8
gfs2,16
mm: page_frag,6
spi-nor/for-6.13,1
Documentation: tipc,1
Merge branch 'selftests-add-selftest-for-link-layer-and-performance-testing',1
selftests: nic_performance,1
selftests: nic_link_layer,2
drm/i915/hdcp,2
EDAC/powerpc,1
"Merge branches 'clk-marvell', 'clk-adi', 'clk-qcom' and 'clk-devm' into clk-next",1
"Merge branches 'clk-samsung', 'clk-microchip', 'clk-imx', 'clk-amlogic' and 'clk-allwinner' into clk-next",1
"Merge branches 'clk-mobileye', 'clk-twl', 'clk-nuvoton', 'clk-renesas' and 'clk-bindings' into clk-next",1
"Merge branches 'clk-cleanup', 'clk-mediatek', 'clk-kunit', 'clk-xilinx' and 'clk-fixed-gate' into clk-next",1
clk: clk-loongson2,2
clk,4
clk: lan966x,1
Merge branch 'bnxt_en-add-context-memory-dump-to-coredump',1
qcom-clk-for-6.13,1
Merge branch 'bpf-fix-recursive-lock-and-add-test',1
Merge branch 'wireguard-updates-and-fixes-for-6-13',1
wireguard: device,2
wireguard: selftests,1
wireguard: allowedips,1
powerpc/perf,2
powerpc/kvm,1
Merge branch 'netpoll-use-rcu-primitives-for-npinfo-pointer-access',1
netpoll,3
net: ip,10
net/fungible,1
Merge branch 'uapi-ethtool-avoid-flex-array-in-struct-ethtool_link_settings',1
UAPI: ethtool,2
"Revert ""UAPI: ethtool",1
"Revert ""net: ethtool",1
Merge branch 'mptcp-pm-lockless-list-traversal-and-cleanup',1
mptcp: pm,4
stmmac: dwmac-intel-plat,2
net: txgbe,2
Merge branch 'eth-fbnic-cleanup-and-add-a-few-stats',1
eth: fbnic,9
net/neighbor,1
rocker,1
net: wwan,5
tools: ynl-gen,3
for-linus-6.13-rc1-tag,1
arm64-upstream,1
m68k-for-v6.13-tag1,1
mips_6.13,1
s390-6.13-1,1
lsm-pr-20241112,1
selinux-pr-20241112,1
audit-pr-20241112,1
nfs_common,2
svcrdma,2
xdrgen,27
lockd: Remove unneeded initialization of file_lock,1
lockd,5
for-6.13/io_uring-20241118,1
for-6.13/block-20241118,1
ata-6.13-rc1,1
for-6.13-tag,1
ext4_for_linus-6.13-rc1,1
dt-bindings: net,19
pinctrl: airoha,2
pull-statx,1
pinctrl: k210,1
jump_label: rust,1
blk-settings,1
Merge branch 'for-6.13/bpf' into for-linus,1
Merge branch 'for-6.13/bug-on-to-warn-on' into for-linus,1
Merge branch 'for-6.13/core' into for-linus,1
Merge branch 'for-6.13/corsair' into for-linus,1
pull-ufs,1
Merge branch 'for-6.13/goodix' into for-linus,1
Merge branch 'for-6.13/i2c-hid' into for-linus,1
Merge branch 'for-6.13/intel-ish' into for-linus,1
Merge branch 'for-6.13/kysona' into for-linus,1
Merge branch 'for-6.13/logitech' into for-linus,1
Merge branch 'for-6.13/multitouch-v2' into for-linus,1
HID: multitouch,1
pull-xattr,1
Merge branch 'for-6.13/steelseries' into for-linus,1
Merge branch 'for-6.13/wacom' into for-linus,1
pull-fd,1
vfs-6.13.ecryptfs,1
vfs-6.13.untorn.writes,1
vfs-6.13.tmpfs,1
vfs-6.13.usercopy,1
vfs-6.13.pidfs,1
vfs-6.13.ovl,1
vfs-6.13.file,1
vfs-6.13.netfs,1
vfs-6.13.pagecache,1
vfs-6.13.rust.file,1
vfs-6.13.misc,1
vfs-6.13.mount.api,1
PCI: endpoint,6
vfs-6.13.mgtime,1
nvme/multipath,1
libceph,4
fsnotify,2
rust: block,2
dlm,2
regulator: qcom-rpmh,1
cpu,1
s390/con3215,1
perf: arm-ni,1
kdb,4
"Revert ""nfs",1
rtc: brcmstb-waketimer,1
Merge branch 'for-linus' into for-next,2
asoc-v6.13,1
rtc: m48t59,1
i3c,2
i3c: mipi-i3c-hci,3
i3c: dw,2
Merge branch 'for-6.13-force-console' into for-linus,1
Merge branch 'am65-cpsw-rx-dscp-prio-map',1
Merge branch 'udp-4tuple-hash',1
ipv6/udp,1
ipv4/udp,1
net/udp,2
platform/x86: p2sb,1
ipsec-next-2024-11-15,1
platform/x86: panasonic-laptop,1
docs: media,1
virtiofs: dax,1
fuse,27
rtc: rv3028,1
gpio: tegra186,1
gpio: grgpio,5
Merge branch 'edac-misc' into edac-updates,1
sparc/vdso,1
i2c-host-6.13-p1,1
media: MAINTAINERS,1
dt-bindings: cpufreq,3
drm-xe-next-fixes-2024-11-15,1
amd-drm-next-6.13-2024-11-15,1
pinctrl: qcom,5
Linux 6.12,1
x86_urgent_for_v6.12,1
docs: i2c,1
i2c: qcom-cci,3
i2c: busses,1
i2c: imx,4
i2c: qcom-geni,2
i2c: Switch back to struct platform_driver,1
i2c: npcm,2
i2c: amd-asf,5
Merge branch 'topic/ppc-kvm' into next,1
watchdog: rti,1
MAINTAINERS: powerpc,1
RDMA/bnxt_re,22
IB/cm,3
efi,1
efi/libstub,4
compiler.h,1
mm-hotfixes-stable-2024-11-16-15-33,1
"mm: revert ""mm",1
drm-fixes-2024-11-17,1
amd-drm-fixes-6.12-2024-11-16,1
parisc/ftrace,1
Merge branch 'slab/for-6.13/features' into slab/for-next,1
mm/slab,3
mm/slub,4
"mm/slub, kunit",1
perf,2
perf pmu,2
perf jevents,2
perf header,4
perf arm64 header,1
perf util,1
perf test shell trace_exit_race,2
libbpf,11
PCI: dwc,5
trace-ringbuffer-v6.12-rc7-2,1
selftests/pcie_bwctrl,1
thermal,1
Documentation: alienware-wmi,1
sparc,2
sparc/build,2
serial: amba-pl011,2
fs/9p,1
dt-bindings: usb,8
dt-bindings: connector,2
"Revert ""usb: gadget",1
usb: ehci-spear,1
remoteproc: qcom,7
remoteproc: qcom_q6v5_mss,3
rpmsg: glink,2
remoteproc: qcom_wcnss_iris,1
remoteproc: qcom_q6v5_wcss,1
remoteproc: qcom_q6v5_pas,2
remoteproc: qcom_q6v5_adsp,1
dt-bindings: remoteproc,2
Merge branch 'virtio-net-support-af_xdp-zero-copy-tx',1
virtio_net: xsk,3
virtio-net,2
virtio_ring: packed,1
virtio_ring: split,1
Merge branch 'net-ndo_fdb_add-del-have-drivers-report-whether-they-notified',1
ndo_fdb_del,1
ndo_fdb_add,1
Merge branch 'modifying-format-and-renaming-goto-labels',1
Merge branch 'net-netpoll-improve-skb-pool-management',1
net: netpoll,2
net/netlink,1
irqchip/riscv-aplic,1
Merge branch 'enic-use-all-the-resources-configured-on-vic',1
enic,7
gve,2
nf-24-11-14,1
for-net-next-2024-11-14,1
nf-next-24-11-15,1
"Merge branches 'rcu/fixes', 'rcu/nocb', 'rcu/torture', 'rcu/stall' and 'rcu/srcu' into rcu/dev",1
Documentation/CoC,1
rcuscale,3
srcu,14
Merge branch 'dt/linus' into dt/next,1
hostfs,2
Merge branch 'acpi-misc',1
"Merge branches 'acpi-processor', 'acpi-x86' and 'acpi-video'",1
"Merge branches 'acpi-battery', 'acpi-ec', 'acpi-pfr' and 'acpi-osl'",1
riscv-for-linus-6.12-rc8,1
md-6.13-20241115,1
Merge branch 'pm-tools',1
Merge branches 'pm-cpuidle' and 'pm-em',1
drm-fixes-2024-11-16,1
drm-xe-fixes-2024-11-14,1
driver core,4
sysfs: attribute_group,1
pmdomain-v6.12-rc1-2,1
mmc-v6.12-rc3-2,1
sound-6.12,1
v6.12-p5,1
sched_ext-for-6.12-rc7-fixes-2,1
for-6.12-rc7-tag,1
PCI: of_property,1
switch io_msg_ring() to CLASS(fd),1
ubifs,9
usb-serial-6.13-rc1,1
workqueue,1
x86/efi,2
soc_fsl-6.13-1,1
ASoC: hdmi-codec,1
tools/thermal,1
dma-fence,2
hwrng,6
netfilter: bitwise,2
efi/memattr,1
ecryptfs,13
"Merge patch series ""ecryptfs",1
"Merge patch series ""API for exporting connectable file handles to userspace""",1
netfilter: nf_dup4,1
netfilter: nft_fib,1
netfilter: rpfilter,1
netfilter: flow_offload,1
netfilter: ipv4,1
microblaze: mb,1
MIPS: mobileye,3
"Merge branches 'intel/vt-d', 'amd/amd-vi' and 'iommufd/arm-smmuv3-nested' into next",1
"Merge branches 'arm/smmu', 'mediatek', 's390', 'ti/omap', 'riscv' and 'core' into next",1
arm-smmu-updates,1
gdb: lx-symbols,1
cma,1
mm/kfence,1
memcg/hugetlb,1
vmstat,1
"mm, doc",1
fs/proc/task_mmu,1
sched/task_stack,1
"crash, powerpc",1
mm/mremap,3
tools/mm,4
xfrm,11
Merge branch 'net-make-rss-rxnfc-semantics-more-explicit',1
selftest,3
net: ethtool,3
i40e,2
mdio,1
include: mdio,1
for-netdev,2
Merge branch 'ipv4-prepare-bpf-helpers-to-flowi4_tos-conversion',1
bpf: lwtunnel,1
bpf: ipv4,1
Merge branch 'tools-net-ynl-rework-async-notification-handling',1
"Revert ""tools/net/ynl",1
Merge branch 'net-phy-switch-eee_broken_modes-to-linkmode-bitmap-and-add-accessor',1
r8169,18
sched_ext,23
powerpc/Makefile,1
scftorture,5
powerpc-km82xx.c,1
"mm, swap",2
clk: eyeq,6
clk: fixed-factor,1
dt-bindings: clock,26
dt-bindings: soc,13
clk: clk-axi-clkgen,1
v6.13-rockchip-clk1,1
clk: mmp,5
perf trace,5
clk: mediatek,2
clk: ralink,3
amd-drm-fixes-6.12-2024-11-14,1
Bluetooth: btintel,4
drm-misc-fixes-2024-11-14,1
Bluetooth: hci_bcm,1
Bluetooth: ISO,7
Bluetooth: hci_conn,3
Bluetooth: HCI,1
Bluetooth: btusb,12
Bluetooth: btrtl,1
Bluetooth: btbcm,1
Bluetooth: btintel_pcie,5
Bluetooth: hci_qca,1
Bluetooth: btmtksdio,1
clk: clk-apple-nco,1
Bluetooth: btnxpuart,3
bluetooth,1
drm-intel-fixes-2024-11-14,1
perf string,1
fs: jffs2,1
mtd: ubi,3
ubifs: authentication,1
ubi: fastmap,2
cgroup/cpuset,4
ubifs: xattr,1
net-6.12-rc8,1
bcachefs-2024-11-13,1
ubi: wl,2
USB,4
tracing/ring-buffer,1
thermal: testing,3
ubifs: ubifs_jnl_write_inode,1
asoc-fix-v6.12-rc7,1
ASoc: simple-mux,2
Add generic AMD Soundwire machine driver for Legacy(No,1
"Revert: ""ring-buffer",1
RDMA/mlx5,7
fbdev: omapfb,2
fbdev: sh7760fb,1
ps3,1
powerpc/kexec,1
platform/x86/intel/pmt,1
Merge branch 'for-next/pkey-signal' into for-next/core,1
Merge branch 'for-next/mops' into for-next/core,1
"Merge branches 'for-next/gcs', 'for-next/probes', 'for-next/asm-offsets', 'for-next/tlb', 'for-next/misc', 'for-next/mte', 'for-next/sysreg', 'for-next/stacktrace', 'for-next/hwcap3', 'for-next/kselftest', 'for-next/crc32', 'for-next/guest-cca', 'for-next/haft' and 'for-next/scs', remote-tracking branch 'arm64/for-next/perf' into for-next/core",1
loongarch-kvm-6.13,1
kvmarm-6.13,1
arm64: tls,1
macintosh,1
powerpc/powermac,1
powerpc,9
powerpc/xive,1
spi: imx,3
ASoC: stm32,6
ASoC: sma1307,3
selftests/powerpc,6
netfilter: bpf,1
ASoC,11
netfilter: nfnetlink,1
ASoC: dt-bindings,20
powerpc/xmon,1
powerpc/ep8248e,1
powerpc/ps3,3
Merge back cpufreq material for 6.13,2
KVM: PPC,16
drm/bridge: tc358768,2
i2c: dev,1
Merge branch 'bonding-fix-ns-targets-not-work-on-hardware-nic',1
selftests: bonding,1
RDMA/hns,8
dma-mapping,8
vfs,3
perf/core,4
perf/x86,1
perf/powerpc,1
perf/arm,1
at24-updates-for-v6.13-rc1,1
Documentation: i2c,1
net: ti,2
soc: fsl,3
drm/vmwgfx,1
configfs,2
soundwire,2
Merge branch 'net-dsa-microchip-add-lan9646-switch-support',1
powerpc/sstep,1
samples: pktgen,1
net: phylink,10
Merge branch 'support-external-snapshots-on-dwmac1000',1
Merge branch 'mptcp-pm-a-few-more-fixes',1
mptcp,12
ynl: samples,1
Merge branch 'tools-ynl-two-patches-to-ease-building-with-rpmbuild',1
tools: ynl,2
wireless-next-2024-11-13,1
"Revert ""KVM: PPC",1
nouveau/dp,1
nouveau,1
nouveau: fw,1
powerpc/vdso,3
tools/firewire,1
PCI: hotplug,1
at91-soc-6.13,1
at91-dt-6.13,1
vfio/virtio,3
i2c: piix4,3
i2c: i801,1
i2c: isch,11
i2c: cadence,3
virtio-pci,1
virtio,3
virtio_pci,2
Documentation,4
hisi_acc_vfio_pci,3
Merge branch 'bpf-range_tree-for-bpf-arena',1
at91-defconfig-6.13,1
pm-6.12-rc8,1
tpmdd-next-6.12-rc8,1
PCI: starfive,1
block/genhd,1
rtc: amlogic-a4,2
timers-v6.13-rc1,1
dt-bindings: hwmon,10
hwmon: tmp108,1
x86: KVM,1
drm/xe/oa,7
libsubcmd,2
perf timechart,1
perf list,1
perf disasm,7
xen,1
tpm,6
virtio_blk,1
dax,3
nvdimm,2
e1000,1
igbvf,1
igc,1
jbd2,9
ext4,27
nvme-6.13-2024-11-13,1
v6.13-armsoc/drivers1,1
qcom-drivers-for-6.13-2,1
thermal/drivers/k3_j72xx_bandgap,1
PCI: mediatek-gen3,3
PCI: cadence,1
loongarch-fixes-6.12-2,1
mm-hotfixes-stable-2024-11-12-16-39,1
libfs,4
fs/stat.c,1
kill getname_statx_lookup_flags(),1
io_statx_prep(),1
tools: gpio,1
gpio: mpfs,2
thermal/drivers/qcom/tsens-v1,1
dt-bindings: thermal,2
thermal: Switch back to struct platform_driver,1
thermal/drivers/mediatek/lvts_thermal,1
dquot.c,1
dt-bindings: serial,4
serial: sprd,1
tty/serial/altera_uart,1
tty/serial/altera_jtaguart,1
tty: ldsic,1
drivers/usb/storage,1
drivers/usb/serial,1
drivers/usb/musb,1
drivers/usb/mon,1
drivers/usb/misc,1
drivers/usb/host,1
drivers/usb/core,1
drivers/usb/gadget,1
ASoC: sdca,1
dt-bindings: pinctrl,15
platform/x86/amd/hsmp,14
platform/x86/amd: amd_3d_vcache,2
s390/cio/ioasm,1
s390/cio/qdio,1
s390/sclp,1
s390/dasd,3
s390/boot/physmem,1
s390/kvm,5
s390/extmem,1
s390/string,1
s390/diag,1
s390/irq,1
s390/smp,2
s390/uv,6
s390/pai,1
s390/cpu_mf,1
s390/cpcmd,1
s390/topology,2
s390/time,4
s390/pageattr,2
s390/sthyi,1
s390/asm,1
s390/cio,2
spi: cs42l43,1
pinctrl: cy8c95x0,6
"Merge patch series ""two little writeback cleanups v2""",1
"Merge patch series ""fs",2
Merge branch 'phy-mediatek-reorg',1
ALSA: compress_offload,3
clocksource/drivers/arm_arch_timer,2
clocksource/drivers/gpx,1
clocksource/drivers/timer-ti-dm,2
dt-bindings: timer,2
clocksource/drivers/ralink,1
clocksource/drivers/mips-gic-timer,1
clocksource/drivers:sp804,1
clocksource/drivers/dw_apb,1
ALSA: 6fire,1
ALSA: caiaq,1
ALSA: us122l,2
ALSA: usx2y,1
Documentation: KVM,1
Merge branch 'kvm-docs-6.13' into HEAD,1
cpufreq: intel_pstate,4
Merge branch 'octeontx2-rvu-rep',1
Documentation: octeontx2,1
ACPI: video,1
ACPI: CPPC,2
kvm-x86-misc-6.13,1
kvm-x86-vmx-6.13,1
kvm-x86-selftests-6.13,1
kvm-x86-mmu-6.13,1
kvm-x86-generic-6.13,1
printk,2
locking/Documentation,1
HID: hid-goodix-spi,1
dt-bindings: input,4
irqchip/loongson-eiointc,1
ARM: 9431/1,1
ARM: 9430/1,1
ARM: 9429/1,1
usb: cdns3,1
firmware_loader,1
USB: core,1
fs: ext4,1
x86/mm/tlb,1
v6.12-rc7,2
net: page_pool,1
eth: bnxt,1
dsa: qca8k,1
"Revert ""igb",1
for-net-2024-11-12,1
"bpf, x86",3
Merge branch 'add-kernel-symbol-for-struct_ops-trampoline',1
powerpc/cell,2
cpufreq: maple,1
drm/panthor,7
Merge branch 'bpf-support-private-stack-for-bpf-progs',1
ufs: ufs_sb_private_info,1
mm: swapfile,1
ARM,1
ARM: 9435/1,1
ARM: 9434/1,1
md/raid5,3
virtio_vdpa,1
virtio_fs,2
virtio_pmem,1
vdpa/mlx5,3
"Revert ""drm/amd/display",5
samsung-drivers-6.13,1
imx-soc-6.13,1
zynq-soc-for-6.13,1
samsung-soc-6.13,1
arm-soc/for-6.13/soc,1
ti-k3-config-for-v6.13,1
renesas-arm-defconfig-for-v6.13-tag1,1
imx-defconfig-6.13,1
qcom-arm64-defconfig-for-6.13,1
arm-soc/for-6.13/defconfig,1
rcutorture,6
refscale,2
torture,1
asahi-soc-dt-6.13,1
v6.13-rockchip-dts64-2,1
drm/amd/amdgpu,2
v6.13-rockchip-dts32-2,1
sunxi-dt-for-6.13-2,1
riscv-dt-for-v6.13,1
mvebu-dt64-6.13-1,1
mvebu-dt-6.13-1,1
stm32-dt-for-v6.13-1,1
Merge branch 'selftests-bpf-fix-for-bpf_signal-stalls-watchdog-for-test_progs',1
ti-k3-dt-for-v6.13,1
amlogic-arm64-dt-for-v6.13,1
rcu/nocb,1
amlogic-arm-dt-for-v6.13,1
riscv-sophgo-dt-for-v6.13,1
qcom-arm64-for-6.13,1
omap-for-v6.13/dt-signed-1,1
renesas-dts-for-v6.13-tag2,1
mtk-dts64-for-v6.13,1
imx-dt64-6.13,1
imx-dt-6.13,1
imx-bindings-6.13,1
qcom-arm32-for-6.13,1
socfpga_dts_updates_for_v6.13,1
zynqmp-dt-for-6.13,1
v6.13-armsoc/dts64-1,1
samsung-dt64-6.13,1
tegra-for-6.13-arm64-dt,1
tegra-for-6.13-dt-bindings,1
ux500-dts-for-v6.13,1
renesas-dts-for-v6.13-tag1,1
thead-dt-for-v6.13-p2,1
thead-dt-for-v6.13,1
for-6.12/dm-fixes-3,1
integrity-v6.12,1
landlock-6.12-rc7,1
rcu/kvfree,1
rcu/srcutiny,1
rcu-tasks,1
doc,3
rcu,9
cpufreq: ACPI,1
doc: rcu,1
sched/cpufreq,1
ACPI: Switch back to struct platform_driver,1
docs/zh_CN,15
docs: bug-bisect,1
x86/sgx,1
pmdomain,4
pmdomain: qcom,2
mmc,2
"Revert ""mmc: dw_mmc",1
mmc: pwrseq_simple,2
"Revert ""wifi: iwlegacy",1
kvm-s390-next-6.13-1,1
selftests: hugetlb_dio,2
mm/thp: fix deferred split queue not partially_mapped,1
Merge branch 'iommufd/arm-smmuv3-nested' of iommu/linux into iommufd for-next,1
mmc: sunxi-mmc,1
ARM: 9426/1,1
ARM: 9425/1,1
ARM: 9424/1,1
ARM: 9423/1,1
ARM: 9415/1,1
ARM: 9420/1,1
ARM: 9419/1,1
Documentation: userspace-api,2
iommufd/viommu,3
iommu/viommu,1
drivers: perf,1
dt-bindings: mfd,8
kselftest/arm64,23
platform: cznic,2
firmware: turris-mox-rwtm,1
ti-driver-soc-for-v6.13,1
reset-for-v6.13,1
scmi-updates-6.13,1
bus: Switch back to struct platform_driver,1
arm64/ptrace,1
"Revert ""RDMA/core",1
MIPS: loongson3_defconfig,2
acpi/arm64,2
TC,1
mfd: tqmx86,5
MIPS: kernel,1
arm64/mm,5
mfd: 88pm886,1
leds: ss4200,1
samples: rust,1
rtc,3
dt-bindings: rtc,4
um,29
writeback,2
fs:aio,1
hfsplus,1
kselftets/arm64,1
ASoC: max9768,1
regulator: Switch back to struct platform_driver,1
ASoC: simple-card-utils,1
ASoC: test-component,2
s390/syscalls,3
s390/perf_cpum_cf,1
s390/perf_cpum_sf,1
s390/atomic,3
s390/locking,1
s390/preempt,1
s390/cmpxchg,6
s390/dump,1
s390/con3270,1
gpio: rockchip,3
net: rfkill,1
mfd: intel_soc_pmic_crc,1
mfd: intel_soc_pmic_*,1
leds: pwm,1
dt-bindings: leds,2
drivers: core,2
driver core: class,1
serial: 8250_fintek,1
mei: vsc,3
firmware: Switch back to struct platform_driver,1
misc: isl29020,1
scripts/tags.sh,4
Merge branch 'virtio-vsock-fix-memory-leaks',1
virtio/vsock,2
vsock,2
dt-bindings: ata,1
usb: chipidea,1
